MAZ,num_hh,gq_pop,gq_military,gq_university,gq_other,numhh_gq
119121.0,101,0,0,0,0,101
119128.0,59,0,0,0,0,59
119129.0,0,0,0,0,0,0
119131.0,14,0,0,0,0,14
119133.0,70,0,0,0,0,70
119142.0,95,0,0,0,0,95
119143.0,80,0,0,0,0,80
119144.0,163,0,0,0,0,163
119150.0,52,0,0,0,0,52
119151.0,31,0,0,0,0,31
119153.0,42,0,0,0,0,42
119155.0,9,0,0,0,0,9
119161.0,21,0,0,0,0,21
119162.0,115,0,0,0,0,115
119163.0,229,0,0,0,0,229
119167.0,49,0,0,0,0,49
119168.0,32,0,0,0,0,32
119169.0,15,0,0,0,0,15
119170.0,31,0,0,0,0,31
119171.0,29,0,0,0,0,29
119173.0,40,0,0,0,0,40
119174.0,72,0,0,0,0,72
119176.0,125,0,0,0,0,125
119178.0,87,14,0,0,14,101
119181.0,39,0,0,0,0,39
119182.0,41,0,0,0,0,41
119183.0,26,0,0,0,0,26
119184.0,104,0,0,0,0,104
119185.0,32,0,0,0,0,32
119186.0,22,0,0,0,0,22
119188.0,13,0,0,0,0,13
119194.0,1,0,0,0,0,1
119200.0,26,0,0,0,0,26
119201.0,0,0,0,0,0,0
119203.0,12,0,0,0,0,12
119204.0,19,0,0,0,0,19
119205.0,36,0,0,0,0,36
119206.0,29,0,0,0,0,29
119207.0,57,0,0,0,0,57
119208.0,55,0,0,0,0,55
119210.0,24,0,0,0,0,24
119212.0,32,0,0,0,0,32
119213.0,124,0,0,0,0,124
119216.0,24,0,0,0,0,24
119223.0,497,1,0,0,1,498
119227.0,49,8,0,0,8,57
119228.0,50,0,0,0,0,50
119229.0,50,7,0,0,7,57
119230.0,62,0,0,0,0,62
119232.0,52,0,0,0,0,52
119233.0,33,0,0,0,0,33
119235.0,50,0,0,0,0,50
119236.0,26,0,0,0,0,26
119237.0,278,0,0,0,0,278
119239.0,30,0,0,0,0,30
119240.0,59,0,0,0,0,59
119241.0,59,12,0,0,12,71
119246.0,181,0,0,0,0,181
119248.0,119,0,0,0,0,119
119249.0,203,0,0,0,0,203
119251.0,17,0,0,0,0,17
210002.0,0,0,0,0,0,0
210005.0,16,0,0,0,0,16
210008.0,20,0,0,0,0,20
210009.0,32,0,0,0,0,32
210013.0,3,19,0,0,19,22
210017.0,0,0,0,0,0,0
210021.0,35,0,0,0,0,35
210022.0,0,0,0,0,0,0
210025.0,36,0,0,0,0,36
210029.0,54,0,0,0,0,54
210030.0,24,0,0,0,0,24
210031.0,307,0,0,0,0,307
210036.0,0,0,0,0,0,0
210041.0,16,0,0,0,0,16
210043.0,0,0,0,0,0,0
210044.0,3,0,0,0,0,3
210045.0,0,0,0,0,0,0
210046.0,0,0,0,0,0,0
210047.0,0,0,0,0,0,0
210048.0,695,0,0,0,0,695
210050.0,33,0,0,0,0,33
210051.0,45,0,0,0,0,45
210052.0,68,0,0,0,0,68
210053.0,48,0,0,0,0,48
210054.0,229,0,0,0,0,229
210056.0,121,0,0,0,0,121
210057.0,39,0,0,0,0,39
210058.0,95,0,0,0,0,95
210060.0,28,0,0,0,0,28
210061.0,56,0,0,0,0,56
210062.0,10,0,0,0,0,10
210064.0,28,0,0,0,0,28
210066.0,55,0,0,0,0,55
210068.0,25,0,0,0,0,25
210069.0,24,0,0,0,0,24
210070.0,258,0,0,0,0,258
210071.0,290,0,0,0,0,290
210073.0,329,0,0,0,0,329
210074.0,60,0,0,0,0,60
210075.0,56,0,0,0,0,56
210080.0,32,0,0,0,0,32
210083.0,54,0,0,0,0,54
210085.0,398,9,0,0,9,407
210086.0,46,0,0,0,0,46
210089.0,143,0,0,0,0,143
210090.0,42,0,0,0,0,42
210091.0,45,0,0,0,0,45
210092.0,43,12,0,0,12,55
210093.0,43,11,0,11,0,54
210094.0,0,0,0,0,0,0
210095.0,0,0,0,0,0,0
210096.0,306,156,0,0,156,462
210097.0,0,0,0,0,0,0
210099.0,39,1,0,0,1,40
210100.0,392,0,0,0,0,392
210101.0,60,0,0,0,0,60
210102.0,374,0,0,0,0,374
210103.0,5,0,0,0,0,5
210105.0,3,0,0,0,0,3
210106.0,183,0,0,0,0,183
210107.0,49,0,0,0,0,49
210109.0,0,0,0,0,0,0
210112.0,79,0,0,0,0,79
210113.0,52,0,0,0,0,52
210114.0,19,0,0,0,0,19
210117.0,201,0,0,0,0,201
210118.0,0,0,0,0,0,0
210119.0,0,0,0,0,0,0
210120.0,5,0,0,0,0,5
210123.0,16,0,0,0,0,16
210124.0,341,0,0,0,0,341
210126.0,95,0,0,0,0,95
210127.0,52,0,0,0,0,52
210128.0,95,0,0,0,0,95
210131.0,6,0,0,0,0,6
210136.0,35,0,0,0,0,35
210140.0,77,0,0,0,0,77
210141.0,49,0,0,0,0,49
210142.0,93,0,0,0,0,93
210143.0,0,0,0,0,0,0
210145.0,41,0,0,0,0,41
210146.0,55,0,0,0,0,55
210147.0,59,0,0,0,0,59
210150.0,852,6,0,0,6,858
210151.0,170,2,0,0,2,172
210158.0,149,8,0,0,8,157
210160.0,313,19,0,0,19,332
210163.0,54,0,0,0,0,54
210165.0,502,0,0,0,0,502
210176.0,8,0,0,0,0,8
210178.0,2,0,0,0,0,2
210181.0,13,0,0,0,0,13
210187.0,87,0,0,0,0,87
210188.0,0,0,0,0,0,0
210189.0,0,0,0,0,0,0
210191.0,63,0,0,0,0,63
210195.0,76,0,0,0,0,76
210198.0,0,0,0,0,0,0
210200.0,102,0,0,0,0,102
210206.0,12,0,0,0,0,12
210211.0,14,0,0,0,0,14
210214.0,26,0,0,0,0,26
210217.0,2,0,0,0,0,2
210218.0,36,0,0,0,0,36
210223.0,15,0,0,0,0,15
210224.0,117,0,0,0,0,117
210225.0,39,0,0,0,0,39
210226.0,39,0,0,0,0,39
210227.0,116,0,0,0,0,116
210230.0,90,0,0,0,0,90
210231.0,67,0,0,0,0,67
210232.0,78,0,0,0,0,78
210234.0,261,0,0,0,0,261
210239.0,23,0,0,0,0,23
210246.0,205,0,0,0,0,205
210250.0,0,0,0,0,0,0
210252.0,0,4,0,0,4,4
210253.0,42,6,0,0,6,48
210254.0,36,0,0,0,0,36
210255.0,38,4,0,0,4,42
210256.0,43,0,0,0,0,43
210257.0,28,0,0,0,0,28
210258.0,45,0,0,0,0,45
210259.0,40,4,0,0,4,44
210260.0,41,0,0,0,0,41
210261.0,46,0,0,0,0,46
210262.0,76,0,0,0,0,76
210263.0,72,1,0,0,1,73
210264.0,162,0,0,0,0,162
210265.0,1,5,0,0,5,6
210266.0,26,5,0,0,5,31
210267.0,242,0,0,0,0,242
210268.0,31,0,0,0,0,31
210269.0,19,0,0,0,0,19
210270.0,0,0,0,0,0,0
210272.0,319,89,0,0,89,408
210273.0,356,0,0,0,0,356
210274.0,99,0,0,0,0,99
210275.0,520,0,0,0,0,520
210276.0,406,0,0,0,0,406
210278.0,192,0,0,0,0,192
210279.0,98,0,0,0,0,98
210281.0,25,0,0,0,0,25
210282.0,17,11,0,0,11,28
210283.0,226,0,0,0,0,226
210285.0,5,2,0,0,2,7
210286.0,12,1,0,0,1,13
210287.0,467,0,0,0,0,467
210289.0,207,0,0,0,0,207
210290.0,1,0,0,0,0,1
210292.0,2,7,0,0,7,9
210294.0,112,25,0,0,25,137
210295.0,280,0,0,0,0,280
210296.0,229,37,0,0,37,266
210297.0,104,0,0,0,0,104
210299.0,67,0,0,0,0,67
210300.0,33,0,0,0,0,33
210302.0,54,0,0,0,0,54
210304.0,34,0,0,0,0,34
210305.0,124,0,0,0,0,124
210306.0,0,0,0,0,0,0
210308.0,86,0,0,0,0,86
210309.0,364,68,0,0,68,432
210312.0,252,0,0,0,0,252
210313.0,363,0,0,0,0,363
210315.0,45,0,0,0,0,45
210316.0,27,38,0,0,38,65
210317.0,46,0,0,0,0,46
210318.0,33,0,0,0,0,33
210319.0,28,0,0,0,0,28
210321.0,2,0,0,0,0,2
210323.0,55,0,0,0,0,55
210326.0,0,0,0,0,0,0
210327.0,28,0,0,0,0,28
210328.0,6,0,0,0,0,6
210331.0,18,0,0,0,0,18
210332.0,41,0,0,0,0,41
210333.0,41,0,0,0,0,41
210334.0,24,0,0,0,0,24
210342.0,1147,0,0,0,0,1147
210343.0,1091,0,0,0,0,1091
210344.0,142,0,0,0,0,142
210345.0,40,0,0,0,0,40
210346.0,256,0,0,0,0,256
210349.0,0,0,0,0,0,0
210350.0,74,0,0,0,0,74
210352.0,49,0,0,0,0,49
210353.0,506,0,0,0,0,506
210354.0,78,0,0,0,0,78
210355.0,100,0,0,0,0,100
210356.0,70,0,0,0,0,70
210357.0,111,0,0,0,0,111
210358.0,101,19,0,0,19,120
210359.0,178,0,0,0,0,178
210361.0,642,0,0,0,0,642
210364.0,32,0,0,0,0,32
210365.0,38,0,0,0,0,38
210366.0,115,0,0,0,0,115
210367.0,30,0,0,0,0,30
210368.0,388,0,0,0,0,388
210369.0,49,6,0,0,6,55
210370.0,41,0,0,0,0,41
210371.0,121,0,0,0,0,121
210372.0,134,0,0,0,0,134
210373.0,21,0,0,0,0,21
210375.0,210,3,0,0,3,213
210376.0,102,10,0,0,10,112
210377.0,55,1,0,0,1,56
210378.0,49,0,0,0,0,49
210383.0,33,0,0,0,0,33
210384.0,177,0,0,0,0,177
210385.0,217,0,0,0,0,217
210386.0,62,0,0,0,0,62
210387.0,58,0,0,0,0,58
210390.0,75,19,0,0,19,94
210391.0,49,0,0,0,0,49
210394.0,48,0,0,0,0,48
210395.0,67,0,0,0,0,67
210397.0,29,0,0,0,0,29
210400.0,56,0,0,0,0,56
210403.0,55,0,0,0,0,55
210404.0,43,0,0,0,0,43
210405.0,71,0,0,0,0,71
210406.0,38,0,0,0,0,38
210409.0,259,0,0,0,0,259
210410.0,0,0,0,0,0,0
210411.0,709,0,0,0,0,709
210412.0,0,0,0,0,0,0
210413.0,939,0,0,0,0,939
210416.0,0,0,0,0,0,0
210418.0,73,0,0,0,0,73
210419.0,166,6,0,0,6,172
210421.0,161,0,0,0,0,161
210422.0,84,0,0,0,0,84
210424.0,156,13,0,0,13,169
210427.0,0,0,0,0,0,0
210430.0,195,0,0,0,0,195
210431.0,0,179,0,0,179,179
210433.0,0,0,0,0,0,0
210434.0,127,0,0,0,0,127
210436.0,0,0,0,0,0,0
210437.0,0,0,0,0,0,0
210438.0,329,0,0,0,0,329
210439.0,217,0,0,0,0,217
210440.0,313,5,0,0,5,318
210441.0,476,0,0,0,0,476
210442.0,480,0,0,0,0,480
210447.0,715,0,0,0,0,715
210448.0,3,0,0,0,0,3
210450.0,274,0,0,0,0,274
210453.0,57,0,0,0,0,57
210457.0,0,0,0,0,0,0
210458.0,281,0,0,0,0,281
210461.0,109,0,0,0,0,109
210462.0,9,0,0,0,0,9
210463.0,141,15,0,0,15,156
210464.0,0,0,0,0,0,0
210466.0,78,8,0,0,8,86
210467.0,9,0,0,0,0,9
210471.0,292,0,0,0,0,292
210472.0,128,0,0,0,0,128
210475.0,38,0,0,0,0,38
210477.0,1,3,0,0,3,4
210478.0,0,0,0,0,0,0
210481.0,423,0,0,0,0,423
210482.0,194,0,0,0,0,194
210484.0,90,0,0,0,0,90
210486.0,538,0,0,0,0,538
210487.0,0,0,0,0,0,0
210489.0,31,0,0,0,0,31
210490.0,191,0,0,0,0,191
210492.0,312,0,0,0,0,312
210497.0,980,63,0,0,63,1043
210500.0,0,0,0,0,0,0
210501.0,0,0,0,0,0,0
210506.0,60,0,0,0,0,60
210508.0,618,0,0,0,0,618
210514.0,290,0,0,0,0,290
210515.0,191,0,0,0,0,191
210516.0,0,0,0,0,0,0
210523.0,332,0,0,0,0,332
210528.0,222,0,0,0,0,222
210529.0,752,0,0,0,0,752
210532.0,9,0,0,0,0,9
210539.0,84,0,0,0,0,84
210541.0,11,0,0,0,0,11
210545.0,6,0,0,0,0,6
210546.0,78,0,0,0,0,78
210547.0,0,0,0,0,0,0
210550.0,3,0,0,0,0,3
210553.0,0,0,0,0,0,0
210554.0,11,0,0,0,0,11
210555.0,14,0,0,0,0,14
210558.0,1,0,0,0,0,1
210559.0,10,0,0,0,0,10
210560.0,0,0,0,0,0,0
210561.0,0,0,0,0,0,0
210564.0,265,158,0,0,158,423
210569.0,2,0,0,0,0,2
210575.0,67,0,0,0,0,67
210584.0,61,0,0,0,0,61
210586.0,43,0,0,0,0,43
210590.0,149,0,0,0,0,149
210596.0,18,0,0,0,0,18
210599.0,0,0,0,0,0,0
210602.0,48,0,0,0,0,48
210603.0,29,0,0,0,0,29
210605.0,8,0,0,0,0,8
210614.0,0,0,0,0,0,0
210615.0,0,0,0,0,0,0
210616.0,0,0,0,0,0,0
210618.0,0,0,0,0,0,0
210622.0,55,0,0,0,0,55
210624.0,38,0,0,0,0,38
210626.0,317,0,0,0,0,317
210627.0,53,0,0,0,0,53
210628.0,59,0,0,0,0,59
210629.0,111,0,0,0,0,111
210630.0,141,0,0,0,0,141
210631.0,100,6,0,0,6,106
210632.0,842,0,0,0,0,842
210633.0,288,0,0,0,0,288
210634.0,42,0,0,0,0,42
210636.0,0,7,0,0,7,7
210638.0,254,0,0,0,0,254
210640.0,127,11,0,0,11,138
210643.0,54,0,0,0,0,54
210644.0,33,0,0,0,0,33
210647.0,26,0,0,0,0,26
210648.0,170,0,0,0,0,170
210649.0,57,0,0,0,0,57
210651.0,171,0,0,0,0,171
210652.0,18,0,0,0,0,18
210653.0,82,0,0,0,0,82
210654.0,8,0,0,0,0,8
210655.0,73,0,0,0,0,73
210659.0,71,0,0,0,0,71
210661.0,77,0,0,0,0,77
210665.0,50,0,0,0,0,50
210666.0,26,0,0,0,0,26
210667.0,65,0,0,0,0,65
210668.0,99,0,0,0,0,99
210669.0,39,0,0,0,0,39
210671.0,39,0,0,0,0,39
210673.0,1,0,0,0,0,1
210674.0,418,0,0,0,0,418
210675.0,146,0,0,0,0,146
210676.0,260,0,0,0,0,260
210677.0,45,0,0,0,0,45
210678.0,171,0,0,0,0,171
210680.0,464,0,0,0,0,464
210682.0,0,0,0,0,0,0
210683.0,291,0,0,0,0,291
210685.0,334,0,0,0,0,334
210689.0,54,0,0,0,0,54
210692.0,38,0,0,0,0,38
210695.0,117,0,0,0,0,117
210698.0,197,0,0,0,0,197
210699.0,131,0,0,0,0,131
210700.0,62,0,0,0,0,62
210701.0,248,0,0,0,0,248
210704.0,4,0,0,0,0,4
210705.0,0,0,0,0,0,0
210706.0,0,0,0,0,0,0
210708.0,117,0,0,0,0,117
210711.0,793,0,0,0,0,793
210714.0,116,0,0,0,0,116
210715.0,93,0,0,0,0,93
210717.0,0,0,0,0,0,0
210724.0,0,0,0,0,0,0
210729.0,0,5,0,0,5,5
210731.0,153,0,0,0,0,153
210732.0,79,0,0,0,0,79
210733.0,102,0,0,0,0,102
210734.0,67,0,0,0,0,67
210735.0,46,0,0,0,0,46
210736.0,70,0,0,0,0,70
210738.0,28,0,0,0,0,28
210739.0,124,0,0,0,0,124
210740.0,112,0,0,0,0,112
210741.0,54,0,0,0,0,54
210742.0,38,0,0,0,0,38
210743.0,149,0,0,0,0,149
210745.0,229,0,0,0,0,229
210746.0,33,0,0,0,0,33
210747.0,35,0,0,0,0,35
210748.0,1,0,0,0,0,1
210749.0,46,0,0,0,0,46
210750.0,341,4,0,0,4,345
210752.0,1003,0,0,0,0,1003
210754.0,113,0,0,0,0,113
210755.0,311,0,0,0,0,311
210757.0,216,0,0,0,0,216
210758.0,40,0,0,0,0,40
210759.0,31,0,0,0,0,31
210760.0,438,0,0,0,0,438
210761.0,203,0,0,0,0,203
210763.0,216,0,0,0,0,216
210764.0,42,0,0,0,0,42
210765.0,103,0,0,0,0,103
210766.0,59,0,0,0,0,59
210767.0,13,0,0,0,0,13
210769.0,1065,0,0,0,0,1065
210772.0,19,1,0,0,1,20
210773.0,198,0,0,0,0,198
210774.0,151,0,0,0,0,151
210776.0,475,0,0,0,0,475
210777.0,44,0,0,0,0,44
210779.0,39,0,0,0,0,39
210780.0,39,0,0,0,0,39
210781.0,40,0,0,0,0,40
210783.0,46,0,0,0,0,46
210784.0,205,0,0,0,0,205
210785.0,46,0,0,0,0,46
210786.0,40,0,0,0,0,40
210788.0,120,0,0,0,0,120
210789.0,23,0,0,0,0,23
210790.0,0,0,0,0,0,0
210791.0,240,0,0,0,0,240
210793.0,27,0,0,0,0,27
210794.0,32,0,0,0,0,32
210795.0,45,0,0,0,0,45
210796.0,112,0,0,0,0,112
210797.0,52,0,0,0,0,52
210798.0,208,0,0,0,0,208
210799.0,109,0,0,0,0,109
210800.0,67,0,0,0,0,67
210801.0,378,0,0,0,0,378
210802.0,83,0,0,0,0,83
210804.0,0,0,0,0,0,0
210806.0,0,0,0,0,0,0
210807.0,0,0,0,0,0,0
210809.0,0,0,0,0,0,0
210813.0,291,0,0,0,0,291
210814.0,276,15,0,0,15,291
210815.0,0,0,0,0,0,0
210816.0,454,0,0,0,0,454
210817.0,0,0,0,0,0,0
210821.0,0,0,0,0,0,0
210822.0,415,0,0,0,0,415
210823.0,53,2,0,0,2,55
210824.0,133,0,0,0,0,133
210826.0,0,0,0,0,0,0
210834.0,83,0,0,0,0,83
210835.0,31,0,0,0,0,31
210836.0,488,0,0,0,0,488
210841.0,75,0,0,0,0,75
210842.0,608,0,0,0,0,608
210844.0,451,0,0,0,0,451
210846.0,18,0,0,0,0,18
210848.0,30,0,0,0,0,30
210851.0,128,0,0,0,0,128
210857.0,0,0,0,0,0,0
210858.0,44,0,0,0,0,44
210859.0,21,0,0,0,0,21
210870.0,56,0,0,0,0,56
210871.0,2,0,0,0,0,2
210875.0,0,0,0,0,0,0
210876.0,285,0,0,0,0,285
210877.0,1,0,0,0,0,1
210878.0,142,0,0,0,0,142
210879.0,126,0,0,0,0,126
210880.0,42,0,0,0,0,42
210881.0,64,0,0,0,0,64
210882.0,249,0,0,0,0,249
210884.0,147,0,0,0,0,147
210886.0,137,0,0,0,0,137
210887.0,39,0,0,0,0,39
210888.0,39,0,0,0,0,39
210889.0,132,0,0,0,0,132
210891.0,25,0,0,0,0,25
210892.0,0,0,0,0,0,0
210893.0,234,6,0,0,6,240
210898.0,39,0,0,0,0,39
210900.0,0,0,0,0,0,0
210903.0,35,0,0,0,0,35
210904.0,108,0,0,0,0,108
210905.0,49,0,0,0,0,49
210906.0,12,0,0,0,0,12
210907.0,83,0,0,0,0,83
210908.0,131,0,0,0,0,131
210909.0,361,0,0,0,0,361
210910.0,57,13,0,0,13,70
210912.0,34,0,0,0,0,34
210914.0,348,0,0,0,0,348
210917.0,188,0,0,0,0,188
210919.0,44,0,0,0,0,44
210920.0,5,0,0,0,0,5
210926.0,78,0,0,0,0,78
210928.0,138,0,0,0,0,138
210930.0,89,0,0,0,0,89
210931.0,46,10,0,0,10,56
210934.0,122,0,0,0,0,122
210935.0,155,0,0,0,0,155
210936.0,0,0,0,0,0,0
210937.0,182,0,0,0,0,182
210938.0,428,0,0,0,0,428
210939.0,246,0,0,0,0,246
210940.0,121,0,0,0,0,121
210941.0,24,0,0,0,0,24
210942.0,46,0,0,0,0,46
210945.0,32,0,0,0,0,32
210946.0,30,0,0,0,0,30
210948.0,36,0,0,0,0,36
210949.0,55,0,0,0,0,55
210950.0,40,0,0,0,0,40
210951.0,45,0,0,0,0,45
210953.0,26,0,0,0,0,26
210954.0,95,0,0,0,0,95
210955.0,17,0,0,0,0,17
210956.0,29,0,0,0,0,29
210957.0,48,0,0,0,0,48
210958.0,31,0,0,0,0,31
210959.0,104,0,0,0,0,104
210960.0,270,0,0,0,0,270
210962.0,310,1,0,0,1,311
210964.0,55,0,0,0,0,55
210966.0,74,0,0,0,0,74
210967.0,206,0,0,0,0,206
210968.0,347,0,0,0,0,347
210969.0,28,0,0,0,0,28
210970.0,43,0,0,0,0,43
210978.0,103,0,0,0,0,103
210980.0,32,0,0,0,0,32
210984.0,503,0,0,0,0,503
210987.0,92,0,0,0,0,92
210994.0,82,0,0,0,0,82
210999.0,0,0,0,0,0,0
211002.0,659,2,0,0,2,661
211003.0,95,0,0,0,0,95
211005.0,55,0,0,0,0,55
211007.0,135,0,0,0,0,135
211008.0,82,0,0,0,0,82
211013.0,38,0,0,0,0,38
211016.0,964,67,0,0,67,1031
211018.0,214,0,0,0,0,214
211021.0,0,0,0,0,0,0
211025.0,323,1,0,0,1,324
211030.0,36,0,0,0,0,36
211031.0,134,28,0,0,28,162
211033.0,19,0,0,0,0,19
211034.0,24,0,0,0,0,24
211041.0,14,0,0,0,0,14
211047.0,0,0,0,0,0,0
211048.0,26,0,0,0,0,26
211059.0,0,0,0,0,0,0
211063.0,157,0,0,0,0,157
211064.0,29,0,0,0,0,29
211065.0,23,0,0,0,0,23
211067.0,167,0,0,0,0,167
211070.0,0,0,0,0,0,0
211071.0,0,0,0,0,0,0
211072.0,0,0,0,0,0,0
211073.0,1,0,0,0,0,1
211077.0,5,0,0,0,0,5
211078.0,36,0,0,0,0,36
211079.0,30,0,0,0,0,30
211080.0,2,59,0,0,59,61
211081.0,183,0,0,0,0,183
211083.0,42,0,0,0,0,42
211084.0,183,0,0,0,0,183
211087.0,194,0,0,0,0,194
211092.0,57,0,0,0,0,57
211093.0,292,0,0,0,0,292
211094.0,458,28,0,0,28,486
211095.0,32,15,0,0,15,47
211096.0,27,0,0,0,0,27
211097.0,29,0,0,0,0,29
211098.0,41,0,0,0,0,41
211099.0,41,0,0,0,0,41
211100.0,35,0,0,0,0,35
211102.0,32,0,0,0,0,32
211103.0,420,0,0,0,0,420
211104.0,33,56,0,0,56,89
211105.0,2,37,0,0,37,39
211106.0,27,0,0,0,0,27
211107.0,20,0,0,0,0,20
211108.0,355,0,0,0,0,355
211111.0,31,0,0,0,0,31
211113.0,20,0,0,0,0,20
211115.0,92,0,0,0,0,92
211116.0,52,0,0,0,0,52
211117.0,29,0,0,0,0,29
211118.0,32,0,0,0,0,32
211119.0,31,0,0,0,0,31
211121.0,33,0,0,0,0,33
211122.0,11,0,0,0,0,11
211128.0,312,0,0,0,0,312
211129.0,426,0,0,0,0,426
211130.0,123,11,0,0,11,134
211132.0,61,0,0,0,0,61
211133.0,25,0,0,0,0,25
211134.0,0,0,0,0,0,0
211137.0,234,0,0,0,0,234
211140.0,60,0,0,0,0,60
211141.0,16,0,0,0,0,16
211142.0,185,0,0,0,0,185
211143.0,30,0,0,0,0,30
211144.0,0,0,0,0,0,0
211149.0,31,0,0,0,0,31
211150.0,75,0,0,0,0,75
211151.0,102,0,0,0,0,102
211154.0,163,0,0,0,0,163
211155.0,193,0,0,0,0,193
211156.0,1,9,0,0,9,10
211159.0,3,3,0,0,3,6
211161.0,5,82,0,0,82,87
211162.0,448,0,0,0,0,448
211167.0,0,0,0,0,0,0
211168.0,38,0,0,0,0,38
211169.0,91,0,0,0,0,91
211172.0,0,0,0,0,0,0
211173.0,1,4,0,0,4,5
211174.0,0,0,0,0,0,0
211175.0,60,0,0,0,0,60
211176.0,69,0,0,0,0,69
211178.0,186,0,0,0,0,186
211179.0,126,0,0,0,0,126
211180.0,315,0,0,0,0,315
211181.0,49,0,0,0,0,49
211182.0,60,0,0,0,0,60
211183.0,163,0,0,0,0,163
211184.0,26,0,0,0,0,26
211185.0,20,0,0,0,0,20
211188.0,30,0,0,0,0,30
211191.0,88,0,0,0,0,88
211192.0,126,0,0,0,0,126
211194.0,55,0,0,0,0,55
211197.0,45,0,0,0,0,45
211198.0,55,0,0,0,0,55
211204.0,41,0,0,0,0,41
211206.0,86,0,0,0,0,86
211207.0,108,0,0,0,0,108
211208.0,71,0,0,0,0,71
211209.0,219,10,0,0,10,229
211210.0,52,0,0,0,0,52
211211.0,145,0,0,0,0,145
211212.0,24,0,0,0,0,24
211214.0,47,8,0,0,8,55
211215.0,44,0,0,0,0,44
211216.0,2,15,0,0,15,17
211217.0,117,0,0,0,0,117
211220.0,55,4,0,0,4,59
211225.0,222,0,0,0,0,222
211226.0,90,8,0,0,8,98
211227.0,124,0,0,0,0,124
211228.0,31,0,0,0,0,31
211229.0,61,3,0,0,3,64
211230.0,36,0,0,0,0,36
211231.0,111,0,0,0,0,111
211232.0,44,0,0,0,0,44
211233.0,49,0,0,0,0,49
211234.0,59,0,0,0,0,59
211235.0,91,0,0,0,0,91
211236.0,65,0,0,0,0,65
211238.0,118,0,0,0,0,118
211239.0,114,0,0,0,0,114
211240.0,69,0,0,0,0,69
211241.0,31,0,0,0,0,31
211245.0,327,0,0,0,0,327
211246.0,47,0,0,0,0,47
211247.0,29,0,0,0,0,29
211248.0,24,0,0,0,0,24
211250.0,71,0,0,0,0,71
211251.0,38,0,0,0,0,38
211252.0,124,0,0,0,0,124
211254.0,27,0,0,0,0,27
211255.0,52,0,0,0,0,52
211259.0,0,0,0,0,0,0
211260.0,734,0,0,0,0,734
211264.0,607,0,0,0,0,607
211265.0,0,0,0,0,0,0
211273.0,524,0,0,0,0,524
211274.0,425,0,0,0,0,425
211277.0,0,0,0,0,0,0
211278.0,4,0,0,0,0,4
211283.0,90,0,0,0,0,90
211285.0,246,15,0,0,15,261
211287.0,30,0,0,0,0,30
211288.0,122,0,0,0,0,122
211289.0,77,0,0,0,0,77
211290.0,63,0,0,0,0,63
211292.0,115,0,0,0,0,115
211294.0,305,0,0,0,0,305
211295.0,0,0,0,0,0,0
211296.0,33,0,0,0,0,33
211298.0,69,0,0,0,0,69
211299.0,24,0,0,0,0,24
211300.0,186,0,0,0,0,186
211304.0,62,3,0,0,3,65
211306.0,162,0,0,0,0,162
211308.0,0,0,0,0,0,0
211313.0,352,0,0,0,0,352
211314.0,427,0,0,0,0,427
211317.0,60,0,0,0,0,60
211318.0,1032,0,0,0,0,1032
211319.0,115,0,0,0,0,115
211320.0,229,0,0,0,0,229
211322.0,349,0,0,0,0,349
211327.0,352,0,0,0,0,352
211332.0,1,0,0,0,0,1
211338.0,118,0,0,0,0,118
211339.0,58,0,0,0,0,58
211340.0,0,0,0,0,0,0
211346.0,3,0,0,0,0,3
211352.0,0,0,0,0,0,0
211355.0,0,0,0,0,0,0
211356.0,1,0,0,0,0,1
211357.0,36,0,0,0,0,36
211359.0,3,0,0,0,0,3
211360.0,2,0,0,0,0,2
211362.0,6,0,0,0,0,6
211363.0,320,10,0,0,10,330
211364.0,57,0,0,0,0,57
211374.0,313,0,0,0,0,313
211382.0,10,0,0,0,0,10
211392.0,18,0,0,0,0,18
211396.0,16,0,0,0,0,16
211409.0,106,0,0,0,0,106
211410.0,76,0,0,0,0,76
211412.0,13,0,0,0,0,13
211414.0,266,0,0,0,0,266
211415.0,0,0,0,0,0,0
211417.0,156,0,0,0,0,156
211418.0,94,0,0,0,0,94
211419.0,49,0,0,0,0,49
211420.0,148,0,0,0,0,148
211421.0,38,0,0,0,0,38
211422.0,111,0,0,0,0,111
211424.0,351,0,0,0,0,351
211425.0,34,1,0,0,1,35
211427.0,43,0,0,0,0,43
211428.0,6,0,0,0,0,6
211432.0,67,0,0,0,0,67
211434.0,113,0,0,0,0,113
211435.0,201,27,0,0,27,228
211436.0,114,0,0,0,0,114
211437.0,0,71,0,0,71,71
211438.0,165,0,0,0,0,165
211439.0,42,0,0,0,0,42
211442.0,321,9,0,0,9,330
211443.0,135,0,0,0,0,135
211446.0,41,0,0,0,0,41
211450.0,1,0,0,0,0,1
211457.0,44,0,0,0,0,44
211460.0,43,0,0,0,0,43
211461.0,49,0,0,0,0,49
211462.0,41,0,0,0,0,41
211463.0,74,0,0,0,0,74
211468.0,26,0,0,0,0,26
211469.0,55,0,0,0,0,55
211471.0,77,0,0,0,0,77
211473.0,221,0,0,0,0,221
211474.0,59,0,0,0,0,59
211476.0,84,0,0,0,0,84
211477.0,63,0,0,0,0,63
211478.0,0,0,0,0,0,0
211479.0,55,0,0,0,0,55
211480.0,32,14,0,0,14,46
